,art_0001,art_0005,art_0010,art_0014,art_0019,art_0024,art_0028,art_0033,art_0038,art_0042,art_0047,art_0052,art_0056,art_0061,art_0066,art_0070,art_0075,art_0080,art_0084,art_0089,art_0094,art_0098,art_0103,art_0108,art_0112,art_0117,art_0122,art_0126,art_0131,art_0135,art_0140,art_0145,art_0149,art_0154,art_0159,art_0163,art_0168,art_0173,art_0177,art_0182,art_0187,art_0191,art_0196,art_0201,art_0205,art_0210,art_0215,art_0219,art_0224,art_0229,art_0233,art_0238,art_0243,art_0247,art_0252,art_0257,art_0261,art_0266,art_0270,art_0275,art_0280,art_0284,art_0289,art_0294,art_0298,art_0303,art_0308,art_0312,art_0317,art_0322,art_0326,art_0331,art_0336,art_0340,art_0345,art_0350,art_0354,art_0359,art_0364,art_0368,art_0373,art_0378,art_0382,art_0387,art_0392,art_0396,art_0401,art_0405,art_0410,art_0415,art_0419,art_0424,art_0429,art_0433,art_0438,art_0443,art_0447,art_0452,art_0457,art_0461,art_0466,art_0471,art_0475,art_0480,art_0485,art_0489,art_0494,art_0499,art_0503,art_0508,art_0513,art_0517,art_0522,art_0527,art_0531,art_0536,art_0540,art_0545,art_0550,art_0554,art_0559,art_0564,art_0568,art_0573,art_0578,art_0582,art_0587,art_0592,art_0596,art_0601,art_0606,art_0610,art_0615,art_0620,art_0624,art_0629,art_0634,art_0638,art_0643,art_0648,art_0652,art_0657,art_0662,art_0666,art_0671,art_0675,art_0680,art_0685,art_0689,art_0694,art_0699,art_0703,art_0708,art_0713,art_0717,art_0722,art_0727,art_0731,art_0736,art_0741,art_0745,art_0750,art_0755,art_0759,art_0764,art_0769,art_0773,art_0778,art_0783,art_0787,art_0792,art_0797,art_0801,art_0806,art_0810,art_0815,art_0820,art_0824,art_0829,art_0834,art_0838,art_0843,art_0848,art_0852,art_0857,art_0862,art_0866,art_0871,art_0876,art_0880,art_0885,art_0890,art_0894,art_0899,art_0904,art_0908,art_0913,art_0918,art_0922,art_0927
art_0447,0.391213,0.402930,0.469369,0.573040,0.424461,0.599391,0.416946,0.526686,0.381326,0.522404,0.474506,0.584991,0.541609,0.589233,0.464951,0.517170,0.496214,0.611639,0.424193,0.436404,0.504976,0.568678,0.591382,0.440629,0.652275,0.440282,0.506160,0.515714,0.470967,0.456033,0.528659,0.593955,0.462990,0.569784,0.509423,0.599488,0.533702,0.471129,0.556915,0.481261,0.498018,0.621119,0.593277,0.552128,0.500984,0.506233,0.363406,0.524669,0.486303,0.408594,0.555128,0.434898,0.536896,0.479616,0.491254,0.595209,0.547719,0.564050,0.543515,0.466138,0.425751,0.577099,0.342818,0.447214,0.511449,0.545893,0.600316,0.549777,0.492209,0.628536,0.553313,0.544135,0.591858,0.490419,0.474849,0.438196,0.573023,0.488937,0.609503,0.460298,0.583515,0.482609,0.581581,0.420619,0.631007,0.477267,0.634923,0.519341,0.424212,0.581691,0.575684,0.494662,0.523165,0.363049,0.419404,0.552869,1.000000,0.638434,0.564050,0.554668,0.532162,0.606679,0.517774,0.558244,0.571818,0.525537,0.404601,0.610285,0.512692,0.544236,0.526403,0.518885,0.512626,0.653568,0.583688,0.529374,0.552909,0.545201,0.385604,0.512227,0.452225,0.506478,0.579179,0.570806,0.446235,0.476090,0.584732,0.480705,0.464919,0.453881,0.504665,0.524599,0.448285,0.405636,0.526223,0.561914,0.486010,0.552897,0.425235,0.550541,0.460904,0.470011,0.453163,0.485354,0.549303,0.544659,0.490509,0.493470,0.594169,0.548814,0.601207,0.600356,0.506483,0.506645,0.535626,0.453121,0.486416,0.541562,0.507468,0.452115,0.509157,0.450888,0.436163,0.476631,0.534597,0.565419,0.635755,0.549846,0.511192,0.610463,0.579252,0.530592,0.485569,0.502399,0.428021,0.516819,0.475622,0.428850,0.529648,0.463373,0.533788,0.487199,0.596740,0.446660,0.584947,0.567070,0.499013,0.504580,0.525676,0.318627,0.476214,0.596620,0.507369,0.523160,0.604320,0.555470,0.497757,0.602682,0.602461,0.595380
art_0452,0.548803,0.582638,0.547546,0.784308,0.568269,0.673602,0.609130,0.519676,0.481684,0.648913,0.521397,0.676737,0.561843,0.618970,0.461725,0.521802,0.587336,0.612833,0.558282,0.525582,0.701949,0.697287,0.654726,0.518644,0.774987,0.616659,0.750489,0.681113,0.653478,0.615401,0.615348,0.664641,0.608237,0.603122,0.668332,0.749705,0.611719,0.585281,0.702436,0.621094,0.594986,0.767389,0.588887,0.748267,0.631111,0.640401,0.410379,0.698018,0.620833,0.523248,0.624972,0.614849,0.672812,0.536645,0.522058,0.686392,0.593885,0.604051,0.734411,0.471424,0.557649,0.691268,0.542560,0.525454,0.527566,0.580488,0.594697,0.630154,0.545947,0.627238,0.676778,0.669735,0.585216,0.578858,0.595921,0.511551,0.632822,0.533633,0.646868,0.489005,0.743122,0.629150,0.573330,0.478274,0.635523,0.617538,0.652440,0.671157,0.508720,0.746733,0.564508,0.649603,0.584151,0.413327,0.554277,0.671741,0.638434,1.000000,0.677969,0.723852,0.642256,0.733697,0.638465,0.721188,0.711271,0.714946,0.519980,0.672036,0.654524,0.677493,0.598577,0.652717,0.640884,0.625867,0.672775,0.688391,0.702740,0.595593,0.546581,0.693147,0.623758,0.715384,0.636941,0.686496,0.612727,0.550759,0.723606,0.468012,0.586836,0.595462,0.682014,0.594462,0.534638,0.504644,0.668231,0.716035,0.658182,0.690616,0.592312,0.764424,0.616138,0.660520,0.522693,0.632415,0.668789,0.696163,0.698543,0.628241,0.605738,0.548539,0.684134,0.645563,0.609874,0.734668,0.705165,0.550827,0.611366,0.559534,0.644689,0.565175,0.616919,0.568407,0.374255,0.689921,0.635260,0.722491,0.709085,0.598070,0.629679,0.783865,0.668615,0.712214,0.607610,0.629423,0.489108,0.676348,0.579270,0.646807,0.632415,0.691557,0.736273,0.755404,0.715830,0.563471,0.750709,0.663557,0.651146,0.544956,0.645135,0.415280,0.601874,0.593491,0.640564,0.722689,0.833974,0.549134,0.549069,0.628255,0.804673,0.710907
art_0457,0.509367,0.517457,0.617387,0.681546,0.500855,0.529949,0.573805,0.664268,0.607947,0.735989,0.553993,0.607778,0.555762,0.649080,0.474553,0.639156,0.498219,0.593795,0.560272,0.550779,0.641608,0.746878,0.614858,0.528341,0.727848,0.591222,0.655709,0.627556,0.729632,0.672085,0.689413,0.582916,0.601941,0.622773,0.534562,0.599122,0.611803,0.531052,0.690923,0.620038,0.648706,0.602172,0.524108,0.654551,0.687615,0.671178,0.570113,0.611724,0.515341,0.570427,0.619513,0.456214,0.539550,0.644235,0.516323,0.646088,0.700797,0.675932,0.678891,0.521638,0.559537,0.466984,0.580115,0.483127,0.555135,0.707331,0.678695,0.620320,0.454244,0.657760,0.583418,0.628645,0.645591,0.593538,0.512370,0.520879,0.709781,0.519293,0.642241,0.512980,0.715014,0.568505,0.578318,0.549086,0.611481,0.517573,0.649955,0.672390,0.615546,0.594309,0.677338,0.574375,0.593380,0.516668,0.648452,0.619503,0.564050,0.677969,1.000000,0.597178,0.699226,0.701379,0.665845,0.716166,0.687939,0.587875,0.661339,0.517520,0.628222,0.676996,0.574880,0.640920,0.547367,0.647310,0.573925,0.598175,0.629266,0.729539,0.421764,0.658854,0.626350,0.609670,0.602905,0.597167,0.664237,0.567270,0.672086,0.555009,0.654272,0.608933,0.646541,0.650943,0.626905,0.595449,0.661263,0.636861,0.580668,0.719703,0.595507,0.670438,0.461842,0.587570,0.647469,0.623372,0.697980,0.724368,0.612500,0.551224,0.650801,0.630899,0.703408,0.620144,0.637542,0.650017,0.649655,0.561692,0.717749,0.527772,0.645080,0.597512,0.677915,0.594503,0.508763,0.617371,0.698509,0.625334,0.762299,0.667963,0.628617,0.636986,0.690821,0.593586,0.605105,0.581627,0.523081,0.557300,0.571967,0.525082,0.716467,0.698890,0.695160,0.689328,0.607834,0.647549,0.688982,0.794300,0.690684,0.610007,0.690692,0.412983,0.569196,0.608082,0.606938,0.639073,0.649357,0.646241,0.553855,0.594916,0.651759,0.588662
art_0461,0.513316,0.577158,0.522296,0.719478,0.523450,0.597452,0.646886,0.500950,0.406279,0.547597,0.490414,0.686520,0.507902,0.551067,0.405617,0.493675,0.554336,0.480245,0.467206,0.527289,0.690706,0.678997,0.674595,0.465452,0.708507,0.538212,0.616479,0.645486,0.526475,0.545914,0.619830,0.625744,0.489255,0.535561,0.672013,0.706555,0.508572,0.625299,0.569927,0.557404,0.549029,0.723924,0.512314,0.731896,0.564591,0.588395,0.442761,0.631391,0.642944,0.468719,0.639256,0.681938,0.692321,0.428805,0.429648,0.662057,0.612320,0.572996,0.651675,0.431192,0.498242,0.653105,0.527161,0.436417,0.467549,0.528422,0.556950,0.476324,0.413267,0.541069,0.566567,0.533766,0.529754,0.535878,0.607312,0.436752,0.569080,0.540815,0.574506,0.516276,0.692142,0.609650,0.543776,0.454610,0.608405,0.571950,0.588434,0.598669,0.468812,0.685661,0.509643,0.600598,0.583652,0.369793,0.471016,0.643555,0.554668,0.723852,0.597178,1.000000,0.683949,0.684569,0.553329,0.684778,0.624447,0.753256,0.411471,0.619059,0.633320,0.627665,0.486787,0.617803,0.594066,0.592063,0.644470,0.634210,0.657401,0.590092,0.674026,0.662254,0.608005,0.664030,0.570744,0.629538,0.611640,0.552768,0.670056,0.442779,0.492105,0.519704,0.648637,0.648633,0.570076,0.528205,0.565493,0.577999,0.657047,0.669998,0.568939,0.677576,0.639923,0.624606,0.484144,0.629310,0.633935,0.696681,0.679876,0.591763,0.568604,0.519915,0.615134,0.529935,0.543194,0.713272,0.688250,0.556278,0.547739,0.347868,0.601130,0.382841,0.556356,0.523439,0.368750,0.668129,0.555887,0.649133,0.661803,0.564584,0.621209,0.641947,0.533534,0.662198,0.567142,0.565518,0.415168,0.612660,0.423239,0.634433,0.574049,0.700457,0.648822,0.651136,0.646818,0.523463,0.704492,0.615753,0.561200,0.525151,0.701475,0.450371,0.615327,0.520318,0.584776,0.672129,0.722557,0.509161,0.552397,0.578482,0.682149,0.694004
art_0466,0.547211,0.578226,0.630623,0.605958,0.601686,0.548791,0.640918,0.625505,0.592092,0.641396,0.669016,0.669289,0.531314,0.607881,0.422550,0.583580,0.485116,0.523920,0.684239,0.514260,0.672024,0.679891,0.694787,0.571797,0.714142,0.584078,0.612730,0.591727,0.691341,0.619067,0.710030,0.589568,0.491169,0.657545,0.505059,0.609866,0.512003,0.561584,0.582973,0.615831,0.591178,0.576688,0.539397,0.639450,0.716222,0.682608,0.445835,0.535118,0.508003,0.671511,0.601413,0.472089,0.556382,0.573678,0.443033,0.629602,0.637116,0.606580,0.564662,0.492284,0.558043,0.496542,0.660861,0.498502,0.587930,0.669809,0.636958,0.570262,0.425310,0.613749,0.581843,0.549004,0.643150,0.619701,0.557068,0.514319,0.653333,0.599730,0.653336,0.548701,0.665642,0.605274,0.610295,0.534065,0.569082,0.605804,0.625078,0.692310,0.544540,0.540674,0.608278,0.608611,0.598047,0.582538,0.602081,0.666370,0.532162,0.642256,0.699226,0.683949,1.000000,0.686235,0.620954,0.672998,0.615445,0.581921,0.495440,0.545018,0.586781,0.714439,0.515622,0.635727,0.601710,0.652047,0.569410,0.680572,0.540751,0.604623,0.497703,0.565779,0.653234,0.653799,0.530328,0.483587,0.620474,0.545510,0.739281,0.603076,0.567746,0.641935,0.613106,0.586520,0.662277,0.612691,0.583420,0.618016,0.648035,0.648046,0.550606,0.627268,0.566819,0.562223,0.595126,0.636517,0.662308,0.711226,0.584061,0.583778,0.584460,0.700043,0.620610,0.548732,0.675009,0.676580,0.542872,0.575883,0.657794,0.387731,0.631238,0.445102,0.667659,0.548391,0.573732,0.622296,0.654017,0.562107,0.712485,0.588506,0.666233,0.612314,0.635388,0.599297,0.512452,0.570282,0.461026,0.474873,0.520693,0.502344,0.694178,0.599853,0.689180,0.648760,0.650064,0.634219,0.648402,0.614444,0.594390,0.545097,0.623316,0.410113,0.584027,0.579866,0.550454,0.631285,0.627065,0.640575,0.586019,0.609719,0.591346,0.616436
art_0471,0.610750,0.665259,0.647342,0.786811,0.606790,0.694119,0.679665,0.597749,0.585653,0.636579,0.547786,0.731424,0.575740,0.700975,0.516583,0.643465,0.600466,0.636127,0.556360,0.600127,0.731651,0.731141,0.735406,0.580970,0.786791,0.687449,0.691188,0.677524,0.611583,0.574067,0.661003,0.651979,0.526777,0.625455,0.591952,0.706557,0.611677,0.674323,0.671969,0.628642,0.643096,0.729540,0.597313,0.712870,0.686343,0.707948,0.451066,0.694567,0.654768,0.579938,0.574085,0.546105,0.592529,0.593449,0.573741,0.692492,0.586043,0.655239,0.738111,0.530634,0.572863,0.613213,0.636989,0.529753,0.639633,0.698300,0.637120,0.622515,0.488794,0.678421,0.652664,0.660346,0.656663,0.644791,0.623487,0.551123,0.662201,0.588901,0.665202,0.571384,0.733948,0.701734,0.663422,0.542719,0.690825,0.680815,0.696002,0.694983,0.604772,0.686574,0.611508,0.648888,0.694015,0.466729,0.620234,0.709469,0.606679,0.733697,0.701379,0.684569,0.686235,1.000000,0.638907,0.706572,0.734300,0.680468,0.580650,0.674474,0.720171,0.704870,0.555424,0.673080,0.638019,0.634173,0.642263,0.667451,0.736680,0.639724,0.552303,0.689662,0.635262,0.693740,0.647452,0.705631,0.614820,0.601524,0.720770,0.587696,0.626069,0.662724,0.710979,0.588903,0.609915,0.611413,0.690123,0.687945,0.734370,0.726614,0.647565,0.716783,0.675806,0.613869,0.618269,0.618354,0.740439,0.767927,0.731891,0.660602,0.623163,0.611480,0.689312,0.608446,0.656327,0.711866,0.706047,0.652025,0.653805,0.547408,0.704548,0.534847,0.652994,0.568822,0.491705,0.656570,0.651161,0.781870,0.715423,0.606672,0.701416,0.754691,0.633015,0.691525,0.606605,0.666578,0.489999,0.692874,0.598867,0.589298,0.644540,0.696090,0.734353,0.746035,0.722334,0.652262,0.757247,0.695068,0.628782,0.618497,0.676443,0.505260,0.644337,0.603569,0.596614,0.711019,0.750166,0.636745,0.636170,0.629233,0.755631,0.700716
art_0475,0.585917,0.547797,0.581798,0.659117,0.525868,0.566051,0.599571,0.568458,0.522856,0.599853,0.514586,0.573575,0.511309,0.523961,0.402814,0.621120,0.532134,0.577745,0.541510,0.588395,0.631304,0.715496,0.615970,0.467440,0.675212,0.593587,0.631963,0.639530,0.659143,0.615782,0.613508,0.546838,0.563582,0.609087,0.558000,0.656907,0.572786,0.539755,0.697506,0.585712,0.662822,0.641990,0.560490,0.643008,0.611401,0.643547,0.449311,0.602203,0.520931,0.576021,0.519021,0.469497,0.477882,0.545688,0.499948,0.597235,0.599324,0.584171,0.658104,0.456317,0.500675,0.450048,0.577802,0.544289,0.549899,0.619021,0.592692,0.607748,0.487958,0.573305,0.596535,0.677065,0.590899,0.571859,0.589567,0.597327,0.601986,0.539787,0.579180,0.546450,0.688289,0.558089,0.622863,0.521206,0.567005,0.647653,0.594090,0.614369,0.591269,0.575999,0.567868,0.625273,0.614563,0.463363,0.542704,0.635693,0.517774,0.638465,0.665845,0.553329,0.620954,0.638907,1.000000,0.625508,0.659349,0.693949,0.524586,0.605978,0.609946,0.675296,0.577627,0.680127,0.566979,0.605363,0.613874,0.690385,0.623622,0.624108,0.427542,0.614515,0.600327,0.611447,0.579095,0.616470,0.586444,0.525800,0.701159,0.471544,0.605491,0.563536,0.644776,0.643565,0.562092,0.571318,0.620803,0.654793,0.577778,0.607561,0.545456,0.695106,0.585060,0.603261,0.641847,0.636583,0.697098,0.715065,0.634723,0.631254,0.610465,0.522120,0.580109,0.603478,0.586307,0.618181,0.606889,0.593889,0.611027,0.469431,0.602536,0.514989,0.593102,0.535509,0.439714,0.651752,0.662557,0.679546,0.640801,0.544614,0.599810,0.618267,0.630385,0.664222,0.603649,0.629599,0.553212,0.593026,0.555458,0.538930,0.641878,0.614612,0.689574,0.703933,0.577147,0.557954,0.676373,0.636440,0.654040,0.598730,0.605067,0.414761,0.575855,0.544073,0.548970,0.624654,0.693369,0.571679,0.585519,0.595217,0.652961,0.630555
art_0480,0.587473,0.519026,0.588458,0.717684,0.511134,0.596152,0.598353,0.575048,0.534109,0.688154,0.514863,0.624984,0.528005,0.555341,0.408245,0.611060,0.502581,0.534686,0.503489,0.595855,0.628501,0.779456,0.603953,0.500352,0.736533,0.538316,0.630775,0.666030,0.648569,0.611433,0.603786,0.602768,0.501653,0.568741,0.652811,0.681320,0.538493,0.545587,0.689048,0.570405,0.582583,0.658667,0.595047,0.714629,0.611690,0.620240,0.446964,0.694714,0.592717,0.538119,0.590867,0.518336,0.587247,0.516800,0.561167,0.628869,0.634718,0.674557,0.679110,0.412708,0.490938,0.573393,0.555820,0.444403,0.530428,0.571412,0.622809,0.567723,0.470459,0.621266,0.552359,0.612508,0.589849,0.546284,0.541682,0.468441,0.632016,0.492308,0.565274,0.466047,0.702366,0.556362,0.548345,0.487259,0.588756,0.564940,0.629766,0.627818,0.566932,0.681257,0.566637,0.575272,0.571395,0.411180,0.610225,0.671683,0.558244,0.721188,0.716166,0.684778,0.672998,0.706572,0.625508,1.000000,0.673031,0.697280,0.565018,0.608441,0.633207,0.695311,0.526617,0.605872,0.556920,0.636983,0.642285,0.638092,0.651342,0.659684,0.483577,0.674258,0.572167,0.608067,0.641056,0.692595,0.640690,0.543665,0.667827,0.513016,0.624603,0.559252,0.620742,0.639713,0.572650,0.588656,0.635496,0.648788,0.590565,0.748170,0.622247,0.686119,0.557086,0.638647,0.545875,0.629119,0.693394,0.723731,0.677553,0.632264,0.620883,0.545269,0.662617,0.560466,0.568536,0.726693,0.680135,0.536435,0.626695,0.456560,0.594682,0.447536,0.633298,0.563231,0.417747,0.635730,0.606759,0.646460,0.720147,0.579029,0.592278,0.661192,0.670321,0.602935,0.576097,0.548664,0.428807,0.614069,0.497244,0.610241,0.667905,0.731692,0.716800,0.684370,0.582021,0.575914,0.694439,0.725333,0.650033,0.573643,0.651203,0.393640,0.560129,0.553977,0.565313,0.666611,0.716240,0.542954,0.543479,0.553847,0.739828,0.615936
art_0485,0.552946,0.598935,0.571511,0.750615,0.558518,0.668063,0.614672,0.575014,0.405755,0.628552,0.530825,0.683977,0.525559,0.572471,0.449184,0.557135,0.554640,0.600287,0.481974,0.572189,0.663615,0.718186,0.612422,0.510273,0.718711,0.555000,0.687073,0.663192,0.635927,0.505559,0.611516,0.590418,0.579358,0.536875,0.561340,0.663584,0.574672,0.591001,0.617717,0.545545,0.620002,0.725846,0.621913,0.703647,0.609203,0.668197,0.341421,0.628496,0.565989,0.465897,0.575414,0.483639,0.547829,0.521087,0.590692,0.675808,0.631903,0.640759,0.699972,0.436135,0.481048,0.572390,0.515375,0.527012,0.535782,0.593523,0.644393,0.613114,0.451196,0.592493,0.604011,0.599864,0.601771,0.516104,0.601158,0.513421,0.600777,0.503969,0.617832,0.510158,0.718012,0.593006,0.646308,0.528959,0.614610,0.584640,0.600820,0.666953,0.524148,0.665345,0.557312,0.589162,0.567614,0.423742,0.573765,0.651612,0.571818,0.711271,0.687939,0.624447,0.615445,0.734300,0.659349,0.673031,1.000000,0.672012,0.556373,0.585348,0.688532,0.627562,0.555256,0.604669,0.605506,0.609777,0.635130,0.661202,0.702591,0.673099,0.537958,0.687164,0.600144,0.657887,0.584587,0.669138,0.580370,0.513657,0.673311,0.526633,0.583100,0.514890,0.696914,0.637982,0.510729,0.537926,0.657083,0.640363,0.647394,0.663093,0.581694,0.756444,0.565932,0.571847,0.560365,0.624427,0.662270,0.666925,0.682200,0.592995,0.532796,0.568146,0.612487,0.603808,0.582956,0.705394,0.634556,0.580890,0.542477,0.538943,0.584031,0.566765,0.635085,0.488473,0.439813,0.634941,0.631952,0.748240,0.668504,0.538146,0.616575,0.691354,0.601465,0.721700,0.524080,0.610738,0.472820,0.651001,0.536666,0.592709,0.645654,0.649346,0.664561,0.685387,0.641021,0.574067,0.692540,0.720372,0.585994,0.559470,0.645585,0.403825,0.515050,0.557138,0.538840,0.714348,0.749983,0.529502,0.522008,0.541057,0.711391,0.676725
art_0489,0.625349,0.649182,0.550645,0.750349,0.500650,0.636200,0.695737,0.539288,0.450332,0.574652,0.511607,0.694483,0.496108,0.549751,0.405218,0.541449,0.523363,0.572627,0.455911,0.632434,0.673112,0.710688,0.681486,0.526621,0.708690,0.626698,0.681891,0.707708,0.548736,0.589099,0.605898,0.669340,0.609511,0.614147,0.699193,0.827785,0.564211,0.709706,0.687335,0.604357,0.542897,0.801736,0.554409,0.738466,0.517118,0.629017,0.442159,0.671419,0.637403,0.479583,0.546989,0.661029,0.585985,0.471235,0.400894,0.576335,0.559041,0.606256,0.687418,0.366491,0.495684,0.660040,0.574055,0.520837,0.543503,0.556693,0.591770,0.529283,0.453726,0.559364,0.641637,0.594568,0.594194,0.580779,0.748878,0.546023,0.604038,0.574540,0.520938,0.508978,0.760751,0.705184,0.645442,0.512316,0.698096,0.682268,0.508873,0.623431,0.483688,0.751050,0.530746,0.682725,0.623420,0.380072,0.533944,0.698864,0.525537,0.714946,0.587875,0.753256,0.581921,0.680468,0.693949,0.697280,0.672012,1.000000,0.448878,0.647576,0.639319,0.670408,0.527868,0.664905,0.674488,0.647345,0.778367,0.764138,0.693404,0.570360,0.625034,0.729553,0.619149,0.641277,0.640834,0.736778,0.632524,0.568957,0.710027,0.440177,0.569173,0.541408,0.689327,0.699888,0.529536,0.592605,0.641744,0.593566,0.676006,0.636897,0.624150,0.745467,0.735064,0.687360,0.558509,0.738568,0.666745,0.710732,0.751358,0.707049,0.599737,0.550642,0.649834,0.575143,0.526762,0.750163,0.752939,0.583507,0.571002,0.336065,0.656957,0.384008,0.542803,0.532381,0.440501,0.701073,0.597450,0.734943,0.633122,0.519907,0.602112,0.677980,0.511778,0.708901,0.614792,0.647276,0.487016,0.641735,0.462106,0.679135,0.560435,0.671345,0.730078,0.710537,0.643332,0.511417,0.668238,0.586317,0.594975,0.605569,0.651904,0.472551,0.667377,0.652375,0.619765,0.677389,0.777411,0.501333,0.667046,0.623356,0.756249,0.794437
art_0494,0.387037,0.380029,0.384067,0.552653,0.359646,0.402684,0.376682,0.434125,0.381964,0.517551,0.370016,0.471063,0.450322,0.503803,0.479200,0.471624,0.414267,0.451295,0.409781,0.460128,0.440986,0.525818,0.438107,0.438536,0.515984,0.471258,0.463486,0.511518,0.503822,0.454144,0.509190,0.398581,0.519877,0.431452,0.524988,0.485244,0.518053,0.406225,0.499697,0.480259,0.495204,0.490654,0.457413,0.512807,0.441275,0.496226,0.364894,0.523084,0.375753,0.366938,0.361024,0.366767,0.374898,0.461257,0.399712,0.427461,0.475142,0.539462,0.559572,0.350970,0.371308,0.379230,0.414973,0.426428,0.357942,0.492037,0.583281,0.525853,0.447338,0.444880,0.472188,0.511084,0.464642,0.441404,0.448197,0.433642,0.556480,0.382891,0.441211,0.389422,0.560575,0.441514,0.431404,0.488556,0.487447,0.430092,0.510352,0.463460,0.461029,0.438184,0.551880,0.497380,0.472315,0.295169,0.470491,0.471820,0.404601,0.519980,0.661339,0.411471,0.495440,0.580650,0.524586,0.565018,0.556373,0.448878,1.000000,0.436829,0.583797,0.492360,0.519945,0.512490,0.454902,0.449927,0.478793,0.434451,0.527910,0.599494,0.259246,0.531118,0.432334,0.394742,0.541432,0.508634,0.475387,0.537140,0.501116,0.395484,0.655163,0.425610,0.522471,0.542948,0.417616,0.412566,0.580437,0.504888,0.427935,0.554362,0.513625,0.530686,0.374172,0.567841,0.469931,0.503143,0.578023,0.571698,0.515430,0.473925,0.545111,0.454837,0.537612,0.518700,0.464795,0.493814,0.548564,0.441047,0.499699,0.439775,0.439331,0.531916,0.526664,0.548219,0.353465,0.446956,0.483919,0.547802,0.596333,0.580724,0.453440,0.527846,0.556195,0.398897,0.503326,0.502832,0.484692,0.455214,0.449942,0.437878,0.465295,0.574127,0.526517,0.572501,0.429835,0.508161,0.539753,0.598330,0.533358,0.534264,0.556332,0.330826,0.403275,0.423417,0.493202,0.478497,0.500798,0.498934,0.359277,0.395406,0.582059,0.423264
art_0499,0.565835,0.505784,0.485491,0.647466,0.518271,0.661143,0.541628,0.533755,0.437689,0.493839,0.440586,0.609254,0.615915,0.539677,0.444290,0.531354,0.514535,0.561709,0.451994,0.595153,0.607087,0.595538,0.643909,0.469809,0.644755,0.572855,0.645424,0.604916,0.514356,0.521324,0.546990,0.595195,0.542246,0.593353,0.612659,0.665841,0.562035,0.550119,0.564904,0.590140,0.543633,0.669213,0.602449,0.679352,0.530682,0.574896,0.412393,0.643031,0.596750,0.527039,0.572918,0.656663,0.644356,0.475763,0.589271,0.642464,0.597359,0.617968,0.637424,0.532089,0.491280,0.556785,0.447238,0.463595,0.537484,0.523752,0.610395,0.619135,0.502708,0.560642,0.626497,0.571202,0.524700,0.513436,0.559325,0.531927,0.581239,0.494630,0.541445,0.560117,0.623829,0.579605,0.556505,0.475524,0.622038,0.628995,0.710520,0.591803,0.601878,0.706454,0.490874,0.635455,0.621341,0.409292,0.490982,0.625788,0.610285,0.672036,0.517520,0.619059,0.545018,0.674474,0.605978,0.608441,0.585348,0.647576,0.436829,1.000000,0.682221,0.626386,0.615584,0.570056,0.539146,0.593150,0.684501,0.568953,0.647769,0.564844,0.480360,0.570576,0.521230,0.564629,0.672132,0.691925,0.523816,0.540055,0.619806,0.529291,0.540163,0.491304,0.607711,0.564974,0.570071,0.547266,0.599547,0.624240,0.559338,0.540508,0.567582,0.604760,0.614439,0.573783,0.477911,0.530967,0.627804,0.646432,0.621290,0.607184,0.613311,0.527207,0.607220,0.584288,0.570527,0.576651,0.627841,0.595861,0.532104,0.540072,0.580488,0.488028,0.592774,0.494074,0.445715,0.583730,0.545442,0.641984,0.571420,0.593439,0.645990,0.728349,0.546432,0.611001,0.585973,0.592028,0.552746,0.642314,0.592626,0.540752,0.558037,0.556767,0.634991,0.613391,0.593693,0.488487,0.652472,0.545010,0.585864,0.588686,0.566829,0.410710,0.557542,0.542301,0.568575,0.574916,0.666416,0.507823,0.538319,0.570457,0.704955,0.602185
